id,crawl_id,issue_key,prompt_summary,response_raw,latency_ms,decision_category,decision_severity,decision_action,confidence,created_at
3807,crawl_20260924_001323,cluster_missing_image_alt,Cluster: missing_image_alt (tpl_listing_bajaj_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.1493, ""action"": {""act_probability"": 1.0}, ""choice"": ""images"", ""probabilities"": {""metadata"": 0.0753, ""technical"": 0.2315, ""content"": 0.1089, ""internal_linking"": 0.1786, ""structured_data"": 0.0266, ""images"": 0.3125, ""indexability"": 0.0359, ""performance"": 0.0308}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1127, ""action"": {""act_probability"": 1.0}, ""choice"": ""medium"", ""probabilities"": {""critical"": 0.0731, ""high"": 0.351, ""medium"": 0.401, ""low"": 0.1749}}, ""action"": {""type"": ""choice"", ""confidence"": 0.5343, ""action"": {""act_probability"": 1.0}, ""choice"": ""investigate"", ""probabilities"": {""fix_template"": 0.2541, ""fix_metadata"": 0.0142, ""fix_content"": 0.0103, ""fix_internal_links"": 0.0173, ""fix_schema"": 0.0083, ""fix_images"": 0.031, ""fix_performance"": 0.0038, ""investigate"": 0.661}}}, ""usage"": {""input_tokens"": 579, ""output_tokens"": 0}}",57.65,images,medium,investigate,0.149,2026-09-23 18:43:41
3808,crawl_20260924_001323,cluster_missing_image_dimensions,Cluster: missing_image_dimensions (tpl_listing_bajaj_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.1002, ""action"": {""act_probability"": 1.0}, ""choice"": ""technical"", ""probabilities"": {""metadata"": 0.0863, ""technical"": 0.258, ""content"": 0.1146, ""internal_linking"": 0.1959, ""structured_data"": 0.034, ""images"": 0.2109, ""indexability"": 0.0568, ""performance"": 0.0435}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1291, ""action"": {""act_probability"": 1.0}, ""choice"": ""high"", ""probabilities"": {""critical"": 0.0722, ""high"": 0.4059, ""medium"": 0.3729, ""low"": 0.149}}, ""action"": {""type"": ""choice"", ""confidence"": 0.5489, ""action"": {""act_probability"": 1.0}, ""choice"": ""investigate"", ""probabilities"": {""fix_template"": 0.2639, ""fix_metadata"": 0.0142, ""fix_content"": 0.0097, ""fix_internal_links"": 0.0156, ""fix_schema"": 0.0108, ""fix_images"": 0.0181, ""fix_performance"": 0.0042, ""investigate"": 0.6637}}}, ""usage"": {""input_tokens"": 582, ""output_tokens"": 0}}",59.51,technical,high,investigate,0.1,2026-09-23 18:43:42
3809,crawl_20260924_001323,cluster_long_title_truncated,Cluster: long_title_truncated (tpl_listing_bajaj_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.1547, ""action"": {""act_probability"": 1.0}, ""choice"": ""technical"", ""probabilities"": {""metadata"": 0.147, ""technical"": 0.283, ""content"": 0.1873, ""internal_linking"": 0.2418, ""structured_data"": 0.0283, ""images"": 0.0179, ""indexability"": 0.0487, ""performance"": 0.0461}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1232, ""action"": {""act_probability"": 1.0}, ""choice"": ""high"", ""probabilities"": {""critical"": 0.0642, ""high"": 0.4156, ""medium"": 0.3419, ""low"": 0.1782}}, ""action"": {""type"": ""choice"", ""confidence"": 0.5299, ""action"": {""act_probability"": 1.0}, ""choice"": ""investigate"", ""probabilities"": {""fix_template"": 0.4134, ""fix_metadata"": 0.014, ""fix_content"": 0.0114, ""fix_internal_links"": 0.0179, ""fix_schema"": 0.0093, ""fix_images"": 0.0048, ""fix_performance"": 0.0041, ""investigate"": 0.5252}}}, ""usage"": {""input_tokens"": 582, ""output_tokens"": 0}}",58.79,technical,high,investigate,0.155,2026-09-23 18:43:42
3810,crawl_20260924_001323,cluster_long_meta_description,Cluster: long_meta_description (tpl_listing_bajaj_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.7319, ""action"": {""act_probability"": 1.0}, ""choice"": ""metadata"", ""probabilities"": {""metadata"": 0.8827, ""technical"": 0.0483, ""content"": 0.0197, ""internal_linking"": 0.0159, ""structured_data"": 0.0096, ""images"": 0.0038, ""indexability"": 0.0083, ""performance"": 0.0118}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1939, ""action"": {""act_probability"": 1.0}, ""choice"": ""high"", ""probabilities"": {""critical"": 0.0629, ""high"": 0.5125, ""medium"": 0.3198, ""low"": 0.1047}}, ""action"": {""type"": ""choice"", ""confidence"": 0.4284, ""action"": {""act_probability"": 1.0}, ""choice"": ""investigate"", ""probabilities"": {""fix_template"": 0.1585, ""fix_metadata"": 0.3363, ""fix_content"": 0.0103, ""fix_internal_links"": 0.0121, ""fix_schema"": 0.0073, ""fix_images"": 0.0035, ""fix_performance"": 0.0033, ""investigate"": 0.4687}}}, ""usage"": {""input_tokens"": 579, ""output_tokens"": 0}}",57.21,metadata,high,investigate,0.732,2026-09-23 18:43:42
3811,crawl_20260924_001323,cluster_low_text_to_html_ratio,Cluster: low_text_to_html_ratio (tpl_category_Nmotors-scooters_1seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.1849, ""action"": {""act_probability"": 1.0}, ""choice"": ""content"", ""probabilities"": {""metadata"": 0.1006, ""technical"": 0.2926, ""content"": 0.316, ""internal_linking"": 0.1554, ""structured_data"": 0.0312, ""images"": 0.0175, ""indexability"": 0.0404, ""performance"": 0.0464}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1368, ""action"": {""act_probability"": 1.0}, ""choice"": ""medium"", ""probabilities"": {""critical"": 0.0929, ""high"": 0.2904, ""medium"": 0.4858, ""low"": 0.1309}}, ""action"": {""type"": ""choice"", ""confidence"": 0.4114, ""action"": {""act_probability"": 1.0}, ""choice"": ""investigate"", ""probabilities"": {""fix_template"": 0.3903, ""fix_metadata"": 0.0281, ""fix_content"": 0.0471, ""fix_internal_links"": 0.0313, ""fix_schema"": 0.0175, ""fix_images"": 0.0081, ""fix_performance"": 0.0082, ""investigate"": 0.4694}}}, ""usage"": {""input_tokens"": 615, ""output_tokens"": 0}}",79.86,content,medium,investigate,0.185,2026-09-23 18:43:42
3812,crawl_20260924_001323,cluster_page_has_nofollow,Cluster: page_has_nofollow (tpl_model_Nmotors_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.1706, ""action"": {""act_probability"": 1.0}, ""choice"": ""indexability"", ""probabilities"": {""metadata"": 0.0725, ""technical"": 0.2826, ""content"": 0.1215, ""internal_linking"": 0.1129, ""structured_data"": 0.0313, ""images"": 0.0123, ""indexability"": 0.3177, ""performance"": 0.0491}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.154, ""action"": {""act_probability"": 1.0}, ""choice"": ""medium"", ""probabilities"": {""critical"": 0.0616, ""high"": 0.3676, ""medium"": 0.4349, ""low"": 0.1359}}, ""action"": {""type"": ""choice"", ""confidence"": 0.523, ""action"": {""act_probability"": 1.0}, ""choice"": ""investigate"", ""probabilities"": {""fix_template"": 0.2923, ""fix_metadata"": 0.021, ""fix_content"": 0.0157, ""fix_internal_links"": 0.0232, ""fix_schema"": 0.0121, ""fix_images"": 0.0049, ""fix_performance"": 0.005, ""investigate"": 0.626}}}, ""usage"": {""input_tokens"": 585, ""output_tokens"": 0}}",59.55,indexability,medium,investigate,0.171,2026-09-23 18:43:42
3813,crawl_20260924_001323,cluster_template_empty_anchor_text,Cluster: template_empty_anchor_text (tpl_listing_aeroride_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.4095, ""action"": {""act_probability"": 1.0}, ""choice"": ""internal_linking"", ""probabilities"": {""metadata"": 0.0494, ""technical"": 0.1696, ""content"": 0.1012, ""internal_linking"": 0.6191, ""structured_data"": 0.0112, ""images"": 0.008, ""indexability"": 0.0209, ""performance"": 0.0206}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1136, ""action"": {""act_probability"": 1.0}, ""choice"": ""high"", ""probabilities"": {""critical"": 0.0818, ""high"": 0.3962, ""medium"": 0.3666, ""low"": 0.1555}}, ""action"": {""type"": ""choice"", ""confidence"": 0.5669, ""action"": {""act_probability"": 1.0}, ""choice"": ""fix_template"", ""probabilities"": {""fix_template"": 0.6475, ""fix_metadata"": 0.0116, ""fix_content"": 0.0096, ""fix_internal_links"": 0.0207, ""fix_schema"": 0.0082, ""fix_images"": 0.0039, ""fix_performance"": 0.0038, ""investigate"": 0.2946}}}, ""usage"": {""input_tokens"": 591, ""output_tokens"": 0}}",58.45,internal_linking,high,fix_template,0.409,2026-09-23 18:43:42
3814,crawl_20260924_001323,cluster_template_missing_image_alt,Cluster: template_missing_image_alt (tpl_listing_aeroride_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.1245, ""action"": {""act_probability"": 1.0}, ""choice"": ""technical"", ""probabilities"": {""metadata"": 0.1064, ""technical"": 0.2871, ""content"": 0.1665, ""internal_linking"": 0.2239, ""structured_data"": 0.0229, ""images"": 0.1133, ""indexability"": 0.0375, ""performance"": 0.0425}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1276, ""action"": {""act_probability"": 1.0}, ""choice"": ""high"", ""probabilities"": {""critical"": 0.0806, ""high"": 0.421, ""medium"": 0.3593, ""low"": 0.1391}}, ""action"": {""type"": ""choice"", ""confidence"": 0.7255, ""action"": {""act_probability"": 1.0}, ""choice"": ""fix_template"", ""probabilities"": {""fix_template"": 0.8556, ""fix_metadata"": 0.0065, ""fix_content"": 0.0056, ""fix_internal_links"": 0.0108, ""fix_schema"": 0.005, ""fix_images"": 0.0118, ""fix_performance"": 0.0024, ""investigate"": 0.1023}}}, ""usage"": {""input_tokens"": 591, ""output_tokens"": 0}}",57.38,technical,high,fix_template,0.124,2026-09-23 18:43:42
3815,crawl_20260924_001323,cluster_template_missing_image_dimensions,Cluster: template_missing_image_dimensions (tpl_listing_aeroride_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.1354, ""action"": {""act_probability"": 1.0}, ""choice"": ""technical"", ""probabilities"": {""metadata"": 0.1015, ""technical"": 0.3097, ""content"": 0.1501, ""internal_linking"": 0.2448, ""structured_data"": 0.0253, ""images"": 0.0752, ""indexability"": 0.0432, ""performance"": 0.0502}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1383, ""action"": {""act_probability"": 1.0}, ""choice"": ""high"", ""probabilities"": {""critical"": 0.0803, ""high"": 0.4448, ""medium"": 0.3456, ""low"": 0.1293}}, ""action"": {""type"": ""choice"", ""confidence"": 0.7391, ""action"": {""act_probability"": 1.0}, ""choice"": ""fix_template"", ""probabilities"": {""fix_template"": 0.865, ""fix_metadata"": 0.0066, ""fix_content"": 0.0053, ""fix_internal_links"": 0.0112, ""fix_schema"": 0.0059, ""fix_images"": 0.0068, ""fix_performance"": 0.0028, ""investigate"": 0.0965}}}, ""usage"": {""input_tokens"": 594, ""output_tokens"": 0}}",57.38,technical,high,fix_template,0.135,2026-09-23 18:43:42
3816,crawl_20260924_001323,cluster_template_orphan_page,Cluster: template_orphan_page (tpl_listing_aeroride_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.3173, ""action"": {""act_probability"": 1.0}, ""choice"": ""internal_linking"", ""probabilities"": {""metadata"": 0.0666, ""technical"": 0.264, ""content"": 0.0805, ""internal_linking"": 0.497, ""structured_data"": 0.016, ""images"": 0.0101, ""indexability"": 0.0317, ""performance"": 0.0342}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.117, ""action"": {""act_probability"": 1.0}, ""choice"": ""high"", ""probabilities"": {""critical"": 0.0902, ""high"": 0.408, ""medium"": 0.3636, ""low"": 0.1382}}, ""action"": {""type"": ""choice"", ""confidence"": 0.5437, ""action"": {""act_probability"": 1.0}, ""choice"": ""fix_template"", ""probabilities"": {""fix_template"": 0.5988, ""fix_metadata"": 0.0119, ""fix_content"": 0.0088, ""fix_internal_links"": 0.0225, ""fix_schema"": 0.01, ""fix_images"": 0.0042, ""fix_performance"": 0.0049, ""investigate"": 0.3389}}}, ""usage"": {""input_tokens"": 588, ""output_tokens"": 0}}",58.06,internal_linking,high,fix_template,0.317,2026-09-23 18:43:42
3817,crawl_20260924_001323,cluster_template_long_title_truncated,Cluster: template_long_title_truncated (tpl_listing_aeroride_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.1752, ""action"": {""act_probability"": 1.0}, ""choice"": ""technical"", ""probabilities"": {""metadata"": 0.1065, ""technical"": 0.2964, ""content"": 0.1673, ""internal_linking"": 0.2903, ""structured_data"": 0.025, ""images"": 0.0192, ""indexability"": 0.0451, ""performance"": 0.0502}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.171, ""action"": {""act_probability"": 1.0}, ""choice"": ""high"", ""probabilities"": {""critical"": 0.0734, ""high"": 0.5311, ""medium"": 0.2595, ""low"": 0.136}}, ""action"": {""type"": ""choice"", ""confidence"": 0.8488, ""action"": {""act_probability"": 1.0}, ""choice"": ""fix_template"", ""probabilities"": {""fix_template"": 0.9319, ""fix_metadata"": 0.0031, ""fix_content"": 0.003, ""fix_internal_links"": 0.0053, ""fix_schema"": 0.0028, ""fix_images"": 0.0013, ""fix_performance"": 0.0011, ""investigate"": 0.0514}}}, ""usage"": {""input_tokens"": 594, ""output_tokens"": 0}}",56.94,technical,high,fix_template,0.175,2026-09-23 18:43:42
3818,crawl_20260924_001323,cluster_duplicate_meta_description,Cluster: duplicate_meta_description (tpl_model_Nmotors_2seg),"{""model"": ""laya-rl-agent"", ""answers"": {""category"": {""type"": ""choice"", ""confidence"": 0.5902, ""action"": {""act_probability"": 1.0}, ""choice"": ""metadata"", ""probabilities"": {""metadata"": 0.7908, ""technical"": 0.0782, ""content"": 0.0571, ""internal_linking"": 0.026, ""structured_data"": 0.0122, ""images"": 0.0061, ""indexability"": 0.0115, ""performance"": 0.018}}, ""severity"": {""type"": ""choice"", ""confidence"": 0.1416, ""action"": {""act_probability"": 1.0}, ""choice"": ""medium"", ""probabilities"": {""critical"": 0.0671, ""high"": 0.3271, ""medium"": 0.4553, ""low"": 0.1505}}, ""action"": {""type"": ""choice"", ""confidence"": 0.3811, ""action"": {""act_probability"": 1.0}, ""choice"": ""investigate"", ""probabilities"": {""fix_template"": 0.2241, ""fix_metadata"": 0.341, ""fix_content"": 0.0133, ""fix_internal_links"": 0.02, ""fix_schema"": 0.0088, ""fix_images"": 0.0037, ""fix_performance"": 0.0033, ""investigate"": 0.3857}}}, ""usage"": {""input_tokens"": 582, ""output_tokens"": 0}}",56.97,metadata,medium,investigate,0.59,2026-09-23 18:43:42
