url,aeo_score,readiness_level,missing_questions
https://www.drivio.in/benelli-bikes,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/battre-electric-scooters-scooters,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/battre-electric-mobility-ev,20.0,Low,What is the mileage?; What is the engine capacity?; What are the key features?; What is the difference between variants?
https://www.drivio.in/bgauss-ev,20.0,Low,What is the mileage?; What is the engine capacity?; What are the key features?; What is the difference between variants?
https://www.drivio.in/benling-india-ev,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What is the difference between variants?
https://www.drivio.in/big-dog-motorcycles-scooters,20.0,Low,What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bird-scooters,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/birla-e-bike-ev,20.0,Low,What is the mileage?; What is the engine capacity?; What are the key features?; What is the difference between variants?
https://www.drivio.in/bikes,20.0,Low,What are the variants?; What is the engine capacity?; What is the EMI / finance cost?; What are the alternative models?
https://www.drivio.in/,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What is the difference between variants?
https://www.drivio.in/22motors/jawatest1,20.0,Low,What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aeroride/aero,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aeroride/bravo,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aeroride/e-spark,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aeroride/yb2000,20.0,Low,What is the price?; What is the mileage?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/amo-electric/inspirer,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/amo-electric/jaunty-3w,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/amo-electric/jaunty-plus,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/ampere/magnus,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/ampere/reo-li-plus,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/rs-457,20.0,Low,What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/rs-660,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/rsv4,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/sr-125,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/storm-125,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/sxr-125,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/sr-160-bs6,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/sxr160,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/tuono-660,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/ather-energy/450x,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/aprilia/tuono-v4,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/ather-energy/450s,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/ather-energy/450-apex,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/ather-energy/rizta,20.0,Low,What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/atumobile/atumvader,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/atumobile/atum-version-1.0,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/avera/retrosa,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/avon/e-mate,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/avon/e-lite,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/avon/e-scoot,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/avon/e-plus,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/avon/e-star,20.0,Low,What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/avenger-cruise-220,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/bajaj-pulsar-n150,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/platina-110,20.0,Low,What is the price?; What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/chetak,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/ct-110x,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/dominar-400,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/platina-100,20.0,Low,What is the price?; What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/ct-125x,20.0,Low,What is the price?; What is the mileage?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/freedom,35.0,Low,What is the EMI / finance cost?; What is the difference between variants?
https://www.drivio.in/bajaj/dominar-250,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/avenger-street-160,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-125,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-150,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-180,20.0,Low,What is the mileage?; What is the EMI / finance cost?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-220-f,20.0,Low,What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-f250,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-n250,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-n160,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-ns-125,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-ns160,20.0,Low,What is the price?; What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-ns400z,20.0,Low,What is the mileage?; What are the variants?; What is the EMI / finance cost?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-ns200,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-p150,20.0,Low,What is the price?; What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bajaj/pulsar-rs200,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/battre-electric-mobility/battre-electric-gps:ie,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/battre-electric-mobility/battre-electric-one,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/battre-electric-mobility/battre-electric-iot,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/battre-electric-mobility/gpsie-std,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/battre-electric-mobility/loev,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benelli/502-c,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/battre-electric-mobility/storie,20.0,Low,What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benelli/imperiale-400,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benelli/trk-502,20.0,Low,What is the price?; What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benling-india/benling-aura,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benelli/trk-251,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benling-india/benling-believe,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benling-india/benling-falcon,20.0,Low,What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benelli/leoncino-500,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benling-india/benling-kriti,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/benling-india/benling-icon,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bgauss/a2,20.0,Low,What is the mileage?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bgauss/bgauss-c12i,20.0,Low,What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bgauss/b8-lithium-ion,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bgauss/ruv350,20.0,Low,What is the mileage?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/bgauss/c12i,20.0,Low,What is the mileage?; What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/birla-e-bike/birla-a-1-4,20.0,Low,What is the price?; What is the mileage?; What are the variants?; What is the engine capacity?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/birla-e-bike/birla-ambition,20.0,Low,What is the price?; What is the mileage?; What is the engine capacity?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/22motors/testmodel,20.0,Low,What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
https://www.drivio.in/22motors/testmodel1,20.0,Low,What is the engine capacity?; What is the EMI / finance cost?; What are the key features?; What are the alternative models?; What is the difference between variants?
