id,crawl_id,url,page_type,template,category,issue,severity,evidence,recommendation,source,laya_category,laya_severity,laya_action,laya_confidence
40766,crawl_20260924_001323,https://www.drivio.in/aeroride-ev,category,tpl_category_aeroride-ev_1seg,metadata,long_title_truncated,low,Title is 80 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40767,crawl_20260924_001323,https://www.drivio.in/aeroride-ev,category,tpl_category_aeroride-ev_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.07% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40768,crawl_20260924_001323,https://www.drivio.in/aeroride-ev,category,tpl_category_aeroride-ev_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40769,crawl_20260924_001323,https://www.drivio.in/aeroride-ev,category,tpl_category_aeroride-ev_1seg,images,missing_image_alt,low,Found 1 out of 94 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40770,crawl_20260924_001323,https://www.drivio.in/aeroride-ev,category,tpl_category_aeroride-ev_1seg,images,missing_image_dimensions,low,Found 30 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40779,crawl_20260924_001323,https://www.drivio.in/aftek-motors-scooters,category,tpl_category_aftek-motors-scooters_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.05% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40780,crawl_20260924_001323,https://www.drivio.in/aftek-motors-scooters,category,tpl_category_aftek-motors-scooters_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40781,crawl_20260924_001323,https://www.drivio.in/aftek-motors-scooters,category,tpl_category_aftek-motors-scooters_1seg,images,missing_image_alt,low,Found 1 out of 22 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40782,crawl_20260924_001323,https://www.drivio.in/aftek-motors-scooters,category,tpl_category_aftek-motors-scooters_1seg,images,missing_image_dimensions,low,Found 6 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41199,crawl_20260924_001323,https://www.drivio.in/aftek-motors-scooters,category,tpl_category_aftek-motors-scooters_1seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
40800,crawl_20260924_001323,https://www.drivio.in/amo-electric-ev,category,tpl_category_amo-electric-ev_1seg,metadata,long_title_truncated,low,Title is 69 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40801,crawl_20260924_001323,https://www.drivio.in/amo-electric-ev,category,tpl_category_amo-electric-ev_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.08% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40802,crawl_20260924_001323,https://www.drivio.in/amo-electric-ev,category,tpl_category_amo-electric-ev_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40803,crawl_20260924_001323,https://www.drivio.in/amo-electric-ev,category,tpl_category_amo-electric-ev_1seg,images,missing_image_alt,low,Found 1 out of 76 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40804,crawl_20260924_001323,https://www.drivio.in/amo-electric-ev,category,tpl_category_amo-electric-ev_1seg,images,missing_image_dimensions,low,Found 24 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40814,crawl_20260924_001323,https://www.drivio.in/ampere-ev,category,tpl_category_ampere-ev_1seg,metadata,long_title_truncated,low,Title is 81 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40815,crawl_20260924_001323,https://www.drivio.in/ampere-ev,category,tpl_category_ampere-ev_1seg,metadata,long_meta_description,low,Meta description is 168 characters (likely truncated by search engines).,Trim meta description to under 160 characters to fit standard SERP viewports.,deterministic_rule,,,,
40816,crawl_20260924_001323,https://www.drivio.in/ampere-ev,category,tpl_category_ampere-ev_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.07% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40817,crawl_20260924_001323,https://www.drivio.in/ampere-ev,category,tpl_category_ampere-ev_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40818,crawl_20260924_001323,https://www.drivio.in/ampere-ev,category,tpl_category_ampere-ev_1seg,images,missing_image_alt,low,Found 1 out of 58 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40819,crawl_20260924_001323,https://www.drivio.in/ampere-ev,category,tpl_category_ampere-ev_1seg,images,missing_image_dimensions,low,Found 18 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40825,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,metadata,short_title,low,Title length is only 28 characters: 'Application Process | Drivio'.,Expand title to at least 30-60 characters including primary topic keywords and branding.,deterministic_rule,,,,
40826,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,headings,missing_h1,high,Page has no <h1> heading tag.,"Add a clear, unique <h1> tag defining the main topic of the page.",deterministic_rule,,,,
40827,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,headings,heading_hierarchy_skipped_h2,low,Document contains 1 <h3> headings without any preceding <h2> tags.,Maintain proper hierarchical heading structure (h1 -> h2 -> h3).,deterministic_rule,,,,
40828,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,content,thin_content,medium,Page has 152 words (below recommended 200+ words minimum threshold).,"Enrich page with detailed content, FAQs, specifications, or user guides.",deterministic_rule,,,,
40829,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 0.8% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40830,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40831,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,images,missing_image_alt,low,Found 1 out of 21 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40832,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,images,missing_image_dimensions,low,Found 5 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41341,crawl_20260924_001323,https://www.drivio.in/application,category,tpl_category_application_1seg,duplicates,duplicate_meta_description,low,Identical meta description shared across 3 pages.,Craft unique descriptions to provide clearer context in search engine result snippets.,deterministic_rule,,,,
40837,crawl_20260924_001323,https://www.drivio.in/aprilia-bikes,category,tpl_category_aprilia-bikes_1seg,metadata,long_title_truncated,low,Title is 96 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40838,crawl_20260924_001323,https://www.drivio.in/aprilia-bikes,category,tpl_category_aprilia-bikes_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40839,crawl_20260924_001323,https://www.drivio.in/aprilia-bikes,category,tpl_category_aprilia-bikes_1seg,images,missing_image_alt,low,Found 1 out of 112 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40840,crawl_20260924_001323,https://www.drivio.in/aprilia-bikes,category,tpl_category_aprilia-bikes_1seg,images,missing_image_dimensions,low,Found 36 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40912,crawl_20260924_001323,https://www.drivio.in/ather-energy-ev,category,tpl_category_ather-energy-ev_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40913,crawl_20260924_001323,https://www.drivio.in/ather-energy-ev,category,tpl_category_ather-energy-ev_1seg,images,missing_image_alt,low,Found 1 out of 94 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40914,crawl_20260924_001323,https://www.drivio.in/ather-energy-ev,category,tpl_category_ather-energy-ev_1seg,images,missing_image_dimensions,low,Found 30 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40875,crawl_20260924_001323,https://www.drivio.in/atumobile-ev,category,tpl_category_atumobile-ev_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.08% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40876,crawl_20260924_001323,https://www.drivio.in/atumobile-ev,category,tpl_category_atumobile-ev_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40877,crawl_20260924_001323,https://www.drivio.in/atumobile-ev,category,tpl_category_atumobile-ev_1seg,images,missing_image_alt,low,Found 1 out of 58 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40878,crawl_20260924_001323,https://www.drivio.in/atumobile-ev,category,tpl_category_atumobile-ev_1seg,images,missing_image_dimensions,low,Found 18 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40897,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,metadata,long_meta_description,low,Meta description is 167 characters (likely truncated by search engines).,Trim meta description to under 160 characters to fit standard SERP viewports.,deterministic_rule,,,,
40898,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.05% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40899,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
40900,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,internal_linking,page_has_nofollow,low,"Page contains nofollow directive: 'noindex, nofollow, noindex, nofollow'.",Avoid site-wide nofollow directives so search engines can discover internal links.,deterministic_rule,,,,
40901,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40902,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,images,missing_image_alt,low,Found 1 out of 22 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40903,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,images,missing_image_dimensions,low,Found 6 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41201,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
40915,crawl_20260924_001323,https://www.drivio.in/avera-ev,category,tpl_category_avera-ev_1seg,metadata,long_title_truncated,low,Title is 73 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40916,crawl_20260924_001323,https://www.drivio.in/avera-ev,category,tpl_category_avera-ev_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.05% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40917,crawl_20260924_001323,https://www.drivio.in/avera-ev,category,tpl_category_avera-ev_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40918,crawl_20260924_001323,https://www.drivio.in/avera-ev,category,tpl_category_avera-ev_1seg,images,missing_image_alt,low,Found 1 out of 40 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40919,crawl_20260924_001323,https://www.drivio.in/avera-ev,category,tpl_category_avera-ev_1seg,images,missing_image_dimensions,low,Found 12 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40927,crawl_20260924_001323,https://www.drivio.in/avera-scooters-scooters,category,tpl_category_avera-scooters-scooters_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.06% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40928,crawl_20260924_001323,https://www.drivio.in/avera-scooters-scooters,category,tpl_category_avera-scooters-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
40929,crawl_20260924_001323,https://www.drivio.in/avera-scooters-scooters,category,tpl_category_avera-scooters-scooters_1seg,internal_linking,page_has_nofollow,low,"Page contains nofollow directive: 'noindex, nofollow, noindex, nofollow'.",Avoid site-wide nofollow directives so search engines can discover internal links.,deterministic_rule,,,,
40930,crawl_20260924_001323,https://www.drivio.in/avera-scooters-scooters,category,tpl_category_avera-scooters-scooters_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40931,crawl_20260924_001323,https://www.drivio.in/avera-scooters-scooters,category,tpl_category_avera-scooters-scooters_1seg,images,missing_image_alt,low,Found 1 out of 22 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40932,crawl_20260924_001323,https://www.drivio.in/avera-scooters-scooters,category,tpl_category_avera-scooters-scooters_1seg,images,missing_image_dimensions,low,Found 6 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41202,crawl_20260924_001323,https://www.drivio.in/avera-scooters-scooters,category,tpl_category_avera-scooters-scooters_1seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
40920,crawl_20260924_001323,https://www.drivio.in/avon-ev,category,tpl_category_avon-ev_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40921,crawl_20260924_001323,https://www.drivio.in/avon-ev,category,tpl_category_avon-ev_1seg,images,missing_image_alt,low,Found 1 out of 112 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40922,crawl_20260924_001323,https://www.drivio.in/avon-ev,category,tpl_category_avon-ev_1seg,images,missing_image_dimensions,low,Found 36 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40923,crawl_20260924_001323,https://www.drivio.in/bajaj-bikes,category,tpl_category_bajaj-bikes_1seg,metadata,long_title_truncated,low,Title is 91 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40924,crawl_20260924_001323,https://www.drivio.in/bajaj-bikes,category,tpl_category_bajaj-bikes_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40925,crawl_20260924_001323,https://www.drivio.in/bajaj-bikes,category,tpl_category_bajaj-bikes_1seg,images,missing_image_alt,low,Found 1 out of 202 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40926,crawl_20260924_001323,https://www.drivio.in/bajaj-bikes,category,tpl_category_bajaj-bikes_1seg,images,missing_image_dimensions,low,Found 66 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40956,crawl_20260924_001323,https://www.drivio.in/bajaj-urbanite-scooters,category,tpl_category_bajaj-urbanite-scooters_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 1.06% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
40957,crawl_20260924_001323,https://www.drivio.in/bajaj-urbanite-scooters,category,tpl_category_bajaj-urbanite-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
40958,crawl_20260924_001323,https://www.drivio.in/bajaj-urbanite-scooters,category,tpl_category_bajaj-urbanite-scooters_1seg,internal_linking,page_has_nofollow,low,"Page contains nofollow directive: 'noindex, nofollow, noindex, nofollow'.",Avoid site-wide nofollow directives so search engines can discover internal links.,deterministic_rule,,,,
40959,crawl_20260924_001323,https://www.drivio.in/bajaj-urbanite-scooters,category,tpl_category_bajaj-urbanite-scooters_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40960,crawl_20260924_001323,https://www.drivio.in/bajaj-urbanite-scooters,category,tpl_category_bajaj-urbanite-scooters_1seg,images,missing_image_alt,low,Found 1 out of 22 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40961,crawl_20260924_001323,https://www.drivio.in/bajaj-urbanite-scooters,category,tpl_category_bajaj-urbanite-scooters_1seg,images,missing_image_dimensions,low,Found 6 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41203,crawl_20260924_001323,https://www.drivio.in/bajaj-urbanite-scooters,category,tpl_category_bajaj-urbanite-scooters_1seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41048,crawl_20260924_001323,https://www.drivio.in/banking-partners,category,tpl_category_banking-partners_1seg,metadata,short_title,low,Title length is only 25 characters: 'Drivio | Banking Partners'.,Expand title to at least 30-60 characters including primary topic keywords and branding.,deterministic_rule,,,,
41049,crawl_20260924_001323,https://www.drivio.in/banking-partners,category,tpl_category_banking-partners_1seg,content,thin_content,medium,Page has 152 words (below recommended 200+ words minimum threshold).,"Enrich page with detailed content, FAQs, specifications, or user guides.",deterministic_rule,,,,
41050,crawl_20260924_001323,https://www.drivio.in/banking-partners,category,tpl_category_banking-partners_1seg,content,low_text_to_html_ratio,low,Text-to-HTML ratio is 0.68% with heavy markup code.,Streamline inline scripts/styles and augment organic textual content.,deterministic_rule,,,,
41051,crawl_20260924_001323,https://www.drivio.in/banking-partners,category,tpl_category_banking-partners_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
41052,crawl_20260924_001323,https://www.drivio.in/banking-partners,category,tpl_category_banking-partners_1seg,images,missing_image_alt,low,Found 1 out of 26 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
41053,crawl_20260924_001323,https://www.drivio.in/banking-partners,category,tpl_category_banking-partners_1seg,images,missing_image_dimensions,low,Found 5 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41342,crawl_20260924_001323,https://www.drivio.in/banking-partners,category,tpl_category_banking-partners_1seg,duplicates,duplicate_meta_description,low,Identical meta description shared across 3 pages.,Craft unique descriptions to provide clearer context in search engine result snippets.,deterministic_rule,,,,
41099,crawl_20260924_001323,https://www.drivio.in/battre-electric-mobility-ev,category,tpl_category_battre-electric-mobility-ev_1seg,metadata,long_title_truncated,low,Title is 90 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
41100,crawl_20260924_001323,https://www.drivio.in/battre-electric-mobility-ev,category,tpl_category_battre-electric-mobility-ev_1seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
41101,crawl_20260924_001323,https://www.drivio.in/battre-electric-mobility-ev,category,tpl_category_battre-electric-mobility-ev_1seg,images,missing_image_alt,low,Found 1 out of 130 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
41102,crawl_20260924_001323,https://www.drivio.in/battre-electric-mobility-ev,category,tpl_category_battre-electric-mobility-ev_1seg,images,missing_image_dimensions,low,Found 42 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41067,crawl_20260924_001323,https://www.drivio.in/battre-electric-scooters-scooters,category,tpl_category_battre-electric-scooters-scooters_1seg,metadata,missing_title,critical,Page has no <title> tag.,"Add a descriptive, unique <title> tag between 30 and 60 characters.",deterministic_rule,,,,
