id,crawl_id,url,page_type,template,category,issue,severity,evidence,recommendation,source,laya_category,laya_severity,laya_action,laya_confidence
141,crawl_20260923_234141,https://www.drivio.in/aeroride/bravo,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
142,crawl_20260923_234141,https://www.drivio.in/aeroride/yb2000,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
143,crawl_20260923_234141,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
144,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-3w,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
145,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-plus,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
146,crawl_20260923_234141,https://www.drivio.in/ampere/magnus,listing,tpl_listing_ampere_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
147,crawl_20260923_234141,https://www.drivio.in/ampere/reo-li-plus,listing,tpl_listing_ampere_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
148,crawl_20260923_234141,https://www.drivio.in/aprilia/rs-457,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
149,crawl_20260923_234141,https://www.drivio.in/aprilia/sr-125,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
150,crawl_20260923_234141,https://www.drivio.in/aprilia/rsv4,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
151,crawl_20260923_234141,https://www.drivio.in/aprilia/rs-660,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
152,crawl_20260923_234141,https://www.drivio.in/aprilia/sr-160-bs6,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
153,crawl_20260923_234141,https://www.drivio.in/aprilia/storm-125,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
154,crawl_20260923_234141,https://www.drivio.in/aprilia/sxr-125,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
155,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel,model,tpl_model_Nmotors_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
156,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel1,model,tpl_model_Nmotors_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
307,crawl_20260923_234141,https://www.drivio.in/aeroride/e-spark,listing,tpl_listing_aeroride_2seg,internal_linking,template_orphan_page,high,Systemic template defect: 4/4 pages (100.0%) in template 'tpl_listing_aeroride_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_aeroride_2seg' to fix 'orphan_page' across all 4 affected URLs simultaneously.,template_aggregation,,,,
312,crawl_20260923_234141,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,internal_linking,template_orphan_page,high,Systemic template defect: 3/3 pages (100.0%) in template 'tpl_listing_amo-electric_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_amo-electric_2seg' to fix 'orphan_page' across all 3 affected URLs simultaneously.,template_aggregation,,,,
317,crawl_20260923_234141,https://www.drivio.in/aprilia/rs-457,listing,tpl_listing_aprilia_2seg,internal_linking,template_orphan_page,high,Systemic template defect: 7/7 pages (100.0%) in template 'tpl_listing_aprilia_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_aprilia_2seg' to fix 'orphan_page' across all 7 affected URLs simultaneously.,template_aggregation,,,,
326,crawl_20260923_234141,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,duplicates,exact_duplicate_content,high,Exact main-body content match across 3 URLs (word count: 380).,Consolidate duplicate pages using 301 redirects or canonical tags to the master version.,deterministic_rule,,,,
327,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel,model,tpl_model_Nmotors_2seg,duplicates,exact_duplicate_content,high,Exact main-body content match across 3 URLs (word count: 380).,Consolidate duplicate pages using 301 redirects or canonical tags to the master version.,deterministic_rule,,,,
328,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel1,model,tpl_model_Nmotors_2seg,duplicates,exact_duplicate_content,high,Exact main-body content match across 3 URLs (word count: 380).,Consolidate duplicate pages using 301 redirects or canonical tags to the master version.,deterministic_rule,,,,
330,crawl_20260923_234209,https://www.drivio.in/,homepage,tpl_homepage,headings,missing_h1,high,Page has no <h1> heading tag.,"Add a clear, unique <h1> tag defining the main topic of the page.",deterministic_rule,,,,
337,crawl_20260923_234209,https://www.drivio.in/22motors-scooters,category,tpl_category_Nmotors-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
342,crawl_20260923_234209,https://www.drivio.in/22motors/testmodel1,model,tpl_model_Nmotors_2seg,headings,empty_h1,high,The <h1> tag exists but contains only whitespace or no visible text.,"Ensure the <h1> tag contains concise, human-readable keyword text.",deterministic_rule,,,,
343,crawl_20260923_234209,https://www.drivio.in/22motors/testmodel1,model,tpl_model_Nmotors_2seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
352,crawl_20260923_234209,https://www.drivio.in/22motors/testmodel,model,tpl_model_Nmotors_2seg,headings,empty_h1,high,The <h1> tag exists but contains only whitespace or no visible text.,"Ensure the <h1> tag contains concise, human-readable keyword text.",deterministic_rule,,,,
353,crawl_20260923_234209,https://www.drivio.in/22motors/testmodel,model,tpl_model_Nmotors_2seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
358,crawl_20260923_234209,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,headings,empty_h1,high,The <h1> tag exists but contains only whitespace or no visible text.,"Ensure the <h1> tag contains concise, human-readable keyword text.",deterministic_rule,,,,
359,crawl_20260923_234209,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
419,crawl_20260923_234209,https://www.drivio.in/application,category,tpl_category_application_1seg,headings,missing_h1,high,Page has no <h1> heading tag.,"Add a clear, unique <h1> tag defining the main topic of the page.",deterministic_rule,,,,
502,crawl_20260923_234209,https://www.drivio.in/adventure,category,tpl_category_adventure_1seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
503,crawl_20260923_234209,https://www.drivio.in/aftek-motors-scooters,category,tpl_category_aftek-motors-scooters_1seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
505,crawl_20260923_234209,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
506,crawl_20260923_234209,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
507,crawl_20260923_234209,https://www.drivio.in/aeroride/bravo,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
508,crawl_20260923_234209,https://www.drivio.in/aeroride/e-spark,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
509,crawl_20260923_234209,https://www.drivio.in/aeroride/yb2000,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
510,crawl_20260923_234209,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
511,crawl_20260923_234209,https://www.drivio.in/amo-electric/jaunty-3w,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
512,crawl_20260923_234209,https://www.drivio.in/amo-electric/jaunty-plus,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
513,crawl_20260923_234209,https://www.drivio.in/ampere/reo-li-plus,listing,tpl_listing_ampere_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
514,crawl_20260923_234209,https://www.drivio.in/ampere/magnus,listing,tpl_listing_ampere_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
515,crawl_20260923_234209,https://www.drivio.in/aprilia/rs-457,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
516,crawl_20260923_234209,https://www.drivio.in/aprilia/rs-660,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
517,crawl_20260923_234209,https://www.drivio.in/aprilia/rsv4,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
518,crawl_20260923_234209,https://www.drivio.in/aprilia/storm-125,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
519,crawl_20260923_234209,https://www.drivio.in/aprilia/sr-160-bs6,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
520,crawl_20260923_234209,https://www.drivio.in/aprilia/sxr-125,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
521,crawl_20260923_234209,https://www.drivio.in/aprilia/sr-125,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
522,crawl_20260923_234209,https://www.drivio.in/aprilia/sxr160,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
523,crawl_20260923_234209,https://www.drivio.in/ather-energy/450-apex,listing,tpl_listing_ather-energy_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
524,crawl_20260923_234209,https://www.drivio.in/aprilia/tuono-660,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
525,crawl_20260923_234209,https://www.drivio.in/aprilia/tuono-v4,listing,tpl_listing_aprilia_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
526,crawl_20260923_234209,https://www.drivio.in/ather-energy/450s,listing,tpl_listing_ather-energy_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
527,crawl_20260923_234209,https://www.drivio.in/ather-energy/rizta,listing,tpl_listing_ather-energy_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
528,crawl_20260923_234209,https://www.drivio.in/atumobile/atum-version-1.0,listing,tpl_listing_atumobile_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
529,crawl_20260923_234209,https://www.drivio.in/ather-energy/450x,listing,tpl_listing_ather-energy_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
530,crawl_20260923_234209,https://www.drivio.in/22motors/testmodel1,model,tpl_model_Nmotors_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
531,crawl_20260923_234209,https://www.drivio.in/22motors/testmodel,model,tpl_model_Nmotors_2seg,internal_linking,orphan_page,high,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
698,crawl_20260923_234209,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,internal_linking,template_orphan_page,high,Systemic template defect: 4/4 pages (100.0%) in template 'tpl_listing_aeroride_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_aeroride_2seg' to fix 'orphan_page' across all 4 affected URLs simultaneously.,template_aggregation,,,,
703,crawl_20260923_234209,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,internal_linking,template_orphan_page,high,Systemic template defect: 3/3 pages (100.0%) in template 'tpl_listing_amo-electric_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_amo-electric_2seg' to fix 'orphan_page' across all 3 affected URLs simultaneously.,template_aggregation,,,,
708,crawl_20260923_234209,https://www.drivio.in/aprilia/rs-457,listing,tpl_listing_aprilia_2seg,internal_linking,template_orphan_page,high,Systemic template defect: 10/10 pages (100.0%) in template 'tpl_listing_aprilia_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_aprilia_2seg' to fix 'orphan_page' across all 10 affected URLs simultaneously.,template_aggregation,,,,
712,crawl_20260923_234209,https://www.drivio.in/ather-energy/450-apex,listing,tpl_listing_ather-energy_2seg,internal_linking,template_orphan_page,high,Systemic template defect: 4/4 pages (100.0%) in template 'tpl_listing_ather-energy_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_ather-energy_2seg' to fix 'orphan_page' across all 4 affected URLs simultaneously.,template_aggregation,,,,
721,crawl_20260923_234209,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,duplicates,exact_duplicate_content,high,Exact main-body content match across 3 URLs (word count: 380).,Consolidate duplicate pages using 301 redirects or canonical tags to the master version.,deterministic_rule,,,,
722,crawl_20260923_234209,https://www.drivio.in/22motors/testmodel1,model,tpl_model_Nmotors_2seg,duplicates,exact_duplicate_content,high,Exact main-body content match across 3 URLs (word count: 380).,Consolidate duplicate pages using 301 redirects or canonical tags to the master version.,deterministic_rule,,,,
723,crawl_20260923_234209,https://www.drivio.in/22motors/testmodel,model,tpl_model_Nmotors_2seg,duplicates,exact_duplicate_content,high,Exact main-body content match across 3 URLs (word count: 380).,Consolidate duplicate pages using 301 redirects or canonical tags to the master version.,deterministic_rule,,,,
724,crawl_20260923_234236,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,headings,empty_h1,high,The <h1> tag exists but contains only whitespace or no visible text.,"Ensure the <h1> tag contains concise, human-readable keyword text.",deterministic_rule,,,,
725,crawl_20260923_234236,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
730,crawl_20260923_234236,https://www.drivio.in/22motors/testmodel,model,tpl_model_Nmotors_2seg,headings,empty_h1,high,The <h1> tag exists but contains only whitespace or no visible text.,"Ensure the <h1> tag contains concise, human-readable keyword text.",deterministic_rule,,,,
731,crawl_20260923_234236,https://www.drivio.in/22motors/testmodel,model,tpl_model_Nmotors_2seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
739,crawl_20260923_234236,https://www.drivio.in/22motors-scooters,category,tpl_category_Nmotors-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
744,crawl_20260923_234236,https://www.drivio.in/22motors/testmodel1,model,tpl_model_Nmotors_2seg,headings,empty_h1,high,The <h1> tag exists but contains only whitespace or no visible text.,"Ensure the <h1> tag contains concise, human-readable keyword text.",deterministic_rule,,,,
745,crawl_20260923_234236,https://www.drivio.in/22motors/testmodel1,model,tpl_model_Nmotors_2seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
755,crawl_20260923_234236,https://www.drivio.in/,homepage,tpl_homepage,headings,missing_h1,high,Page has no <h1> heading tag.,"Add a clear, unique <h1> tag defining the main topic of the page.",deterministic_rule,,,,
819,crawl_20260923_234236,https://www.drivio.in/application,category,tpl_category_application_1seg,headings,missing_h1,high,Page has no <h1> heading tag.,"Add a clear, unique <h1> tag defining the main topic of the page.",deterministic_rule,,,,
879,crawl_20260923_234236,https://www.drivio.in/avera-scooters-scooters,category,tpl_category_avera-scooters-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
901,crawl_20260923_234236,https://www.drivio.in/avan-motors-scooters,category,tpl_category_avan-motors-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
927,crawl_20260923_234236,https://www.drivio.in/bajaj-urbanite-scooters,category,tpl_category_bajaj-urbanite-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
1068,crawl_20260923_234236,https://www.drivio.in/battre-electric-scooters-scooters,category,tpl_category_battre-electric-scooters-scooters_1seg,metadata,missing_title,critical,Page has no <title> tag.,"Add a descriptive, unique <title> tag between 30 and 60 characters.",deterministic_rule,,,,
1071,crawl_20260923_234236,https://www.drivio.in/battre-electric-scooters-scooters,category,tpl_category_battre-electric-scooters-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
1121,crawl_20260923_234236,https://www.drivio.in/bgauss/bgauss-c12i,listing,tpl_listing_bgauss_2seg,headings,empty_h1,high,The <h1> tag exists but contains only whitespace or no visible text.,"Ensure the <h1> tag contains concise, human-readable keyword text.",deterministic_rule,,,,
1122,crawl_20260923_234236,https://www.drivio.in/bgauss/bgauss-c12i,listing,tpl_listing_bgauss_2seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
1161,crawl_20260923_234236,https://www.drivio.in/big-dog-motorcycles-scooters,category,tpl_category_big-dog-motorcycles-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
1166,crawl_20260923_234236,https://www.drivio.in/bird-scooters,category,tpl_category_bird-scooters_1seg,metadata,missing_title,critical,Page has no <title> tag.,"Add a descriptive, unique <title> tag between 30 and 60 characters.",deterministic_rule,,,,
1169,crawl_20260923_234236,https://www.drivio.in/bird-scooters,category,tpl_category_bird-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
1322,crawl_20260923_234236,https://www.drivio.in/bpg-scooters,category,tpl_category_bpg-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
1334,crawl_20260923_234236,https://www.drivio.in/bsa-motors-scooters,category,tpl_category_bsa-motors-scooters_1seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
