opportunity_id,fingerprint,display_id,run_id,type,observation,diagnosis,hypothesis,action,implementation_location,affected_templates_json,affected_urls_count,sample_urls_json,opportunity_tier,confidence_tier,effort,priority_score,priority_factors_json,verification_spec
OPP-AEO-SEO-011,6b40d6d37c6a9c2d,AEO-SEO-011,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/5-reasons-why-you-should-avoid-the-ktm-rc-125 is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/5-reasons-why-you-should-avoid-the-ktm-rc-125,[],1,"[""https://www.drivio.in/featured-stories/5-reasons-why-you-should-avoid-the-ktm-rc-125""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/5-reasons-why-you-should-avoid-the-ktm-rc-125') == True
OPP-AEO-SEO-012,7bf23f6ce7703778,AEO-SEO-012,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/5-things-you-should-definitely-know-about-the-ktm-rc-200 is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/5-things-you-should-definitely-know-about-the-ktm-rc-200,[],1,"[""https://www.drivio.in/featured-stories/5-things-you-should-definitely-know-about-the-ktm-rc-200""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/5-things-you-should-definitely-know-about-the-ktm-rc-200') == True
OPP-AEO-SEO-013,0797dd1b81470448,AEO-SEO-013,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/5-very-important-things-about-the-upcoming-ktm-390-adventure is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/5-very-important-things-about-the-upcoming-ktm-390-adventure,[],1,"[""https://www.drivio.in/featured-stories/5-very-important-things-about-the-upcoming-ktm-390-adventure""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/5-very-important-things-about-the-upcoming-ktm-390-adventure') == True
OPP-AEO-SEO-014,9fc39d19ee214ab6,AEO-SEO-014,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/5-vital-tips-for-bike-riding-at-night is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/5-vital-tips-for-bike-riding-at-night,[],1,"[""https://www.drivio.in/featured-stories/5-vital-tips-for-bike-riding-at-night""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/5-vital-tips-for-bike-riding-at-night') == True
OPP-AEO-SEO-015,f4eb300a126ed330,AEO-SEO-015,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/60-70km-daily-commute-we-help-you-choose-between-an-e-scooter-and-a-petrol-one is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/60-70km-daily-commute-we-help-you-choose-between-an-e-scooter-and-a-petrol-one,[],1,"[""https://www.drivio.in/featured-stories/60-70km-daily-commute-we-help-you-choose-between-an-e-scooter-and-a-petrol-one""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/60-70km-daily-commute-we-help-you-choose-between-an-e-scooter-and-a-petrol-one') == True
OPP-AEO-SEO-016,f7ea1fab985a97ba,AEO-SEO-016,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/7-tips-that-will-help-you-get-more-comfortable-on-a-sportbike is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/7-tips-that-will-help-you-get-more-comfortable-on-a-sportbike,[],1,"[""https://www.drivio.in/featured-stories/7-tips-that-will-help-you-get-more-comfortable-on-a-sportbike""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/7-tips-that-will-help-you-get-more-comfortable-on-a-sportbike') == True
OPP-AEO-SEO-017,42505e1c0eafdb2d,AEO-SEO-017,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/8-adventure-tourers-you-can-buy-under-rs-3-lakh is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/8-adventure-tourers-you-can-buy-under-rs-3-lakh,[],1,"[""https://www.drivio.in/featured-stories/8-adventure-tourers-you-can-buy-under-rs-3-lakh""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/8-adventure-tourers-you-can-buy-under-rs-3-lakh') == True
OPP-AEO-SEO-018,9e29ce891c591eb3,AEO-SEO-018,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/accessorize-and-upgrade-12-must-have-add-ons-for-the-royal-enfield-meteor-350 is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/accessorize-and-upgrade-12-must-have-add-ons-for-the-royal-enfield-meteor-350,[],1,"[""https://www.drivio.in/featured-stories/accessorize-and-upgrade-12-must-have-add-ons-for-the-royal-enfield-meteor-350""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/accessorize-and-upgrade-12-must-have-add-ons-for-the-royal-enfield-meteor-350') == True
OPP-AEO-SEO-019,783577e0e4b48e64,AEO-SEO-019,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/80-of-the-2-wheeler-market-will-be-electric-by-2030 is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/80-of-the-2-wheeler-market-will-be-electric-by-2030,[],1,"[""https://www.drivio.in/featured-stories/80-of-the-2-wheeler-market-will-be-electric-by-2030""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/80-of-the-2-wheeler-market-will-be-electric-by-2030') == True
OPP-AEO-SEO-020,223957e73e39592e,AEO-SEO-020,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/aprilia-rs-457-everything-you-need-to-know-about-it is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/aprilia-rs-457-everything-you-need-to-know-about-it,[],1,"[""https://www.drivio.in/featured-stories/aprilia-rs-457-everything-you-need-to-know-about-it""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/aprilia-rs-457-everything-you-need-to-know-about-it') == True
OPP-AEO-SEO-021,ce9011532853c80e,AEO-SEO-021,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/ather-450x-review-sporty-feature-packed-and-a-lot-of-fun is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/ather-450x-review-sporty-feature-packed-and-a-lot-of-fun,[],1,"[""https://www.drivio.in/featured-stories/ather-450x-review-sporty-feature-packed-and-a-lot-of-fun""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/ather-450x-review-sporty-feature-packed-and-a-lot-of-fun') == True
OPP-AEO-SEO-022,3af915b1aaffda1f,AEO-SEO-022,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/ather-energy-ups-its-service-game-with-new-expresscare-facilities is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/ather-energy-ups-its-service-game-with-new-expresscare-facilities,[],1,"[""https://www.drivio.in/featured-stories/ather-energy-ups-its-service-game-with-new-expresscare-facilities""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/ather-energy-ups-its-service-game-with-new-expresscare-facilities') == True
OPP-AEO-SEO-023,7717ff9141ff3312,AEO-SEO-023,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/ather-rizta-to-debut-on-april-6-check-how-to-book-the-family-electric-scooter is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/ather-rizta-to-debut-on-april-6-check-how-to-book-the-family-electric-scooter,[],1,"[""https://www.drivio.in/featured-stories/ather-rizta-to-debut-on-april-6-check-how-to-book-the-family-electric-scooter""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/ather-rizta-to-debut-on-april-6-check-how-to-book-the-family-electric-scooter') == True
OPP-AEO-SEO-024,165aa3a761fb1549,AEO-SEO-024,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/ather-rizta-5-things-for-you-to-know is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/ather-rizta-5-things-for-you-to-know,[],1,"[""https://www.drivio.in/featured-stories/ather-rizta-5-things-for-you-to-know""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/ather-rizta-5-things-for-you-to-know') == True
OPP-AEO-SEO-025,ffb92a788c9be84c,AEO-SEO-025,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/bajaj-auto-sales-august-2025-domestic-slide-exports-surge is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/bajaj-auto-sales-august-2025-domestic-slide-exports-surge,[],1,"[""https://www.drivio.in/featured-stories/bajaj-auto-sales-august-2025-domestic-slide-exports-surge""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/bajaj-auto-sales-august-2025-domestic-slide-exports-surge') == True
OPP-AEO-SEO-026,e5cad50ac66a0200,AEO-SEO-026,crawl_20260923_234236,AEO,AEO answer extractability score for https://www.drivio.in/featured-stories/bajaj-chetak-electric-scooter-offers-this-festive-season is 20.0/100. Missing concise definitions and Q&A formatting.,Content lacks extractable single-sentence factual answers required by AI search assistants and featured snippets.,Structuring core product FAQs into clear Q&A pairs with direct answer sentences increases probability of snippet extraction.,Add an explicit FAQ / summary section formatted with direct answers (under 45 words) preceding detailed explanations.,FAQ section on https://www.drivio.in/featured-stories/bajaj-chetak-electric-scooter-offers-this-festive-season,[],1,"[""https://www.drivio.in/featured-stories/bajaj-chetak-electric-scooter-offers-this-festive-season""]",Medium,High,S,50.6,"{""visibility"": 50.0, ""gap"": 75.0, ""page_importance"": 65.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 50.0, ""link_gap"": 30.0}",has_qa_section('https://www.drivio.in/featured-stories/bajaj-chetak-electric-scooter-offers-this-festive-season') == True
