id,crawl_id,page_url,schema_type,is_valid,raw_json,error_message
12,crawl_20260923_234141,https://www.drivio.in/22motors/jawatest1,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
13,crawl_20260923_234141,https://www.drivio.in/22motors/jawatest1,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
14,crawl_20260923_234141,https://www.drivio.in/22motors/jawatest1,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
15,crawl_20260923_234141,https://www.drivio.in/22motors/jawatest1,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
16,crawl_20260923_234141,https://www.drivio.in/about-us,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
17,crawl_20260923_234141,https://www.drivio.in/about-us,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
18,crawl_20260923_234141,https://www.drivio.in/about-us,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
19,crawl_20260923_234141,https://www.drivio.in/about-us,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
20,crawl_20260923_234141,https://www.drivio.in/about-us,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
21,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
22,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
23,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
24,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
25,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
26,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel1,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
27,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel1,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
28,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel1,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
29,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel1,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
30,crawl_20260923_234141,https://www.drivio.in/22motors/testmodel1,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
31,crawl_20260923_234141,https://www.drivio.in/aeroride-ev,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
32,crawl_20260923_234141,https://www.drivio.in/aeroride-ev,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
33,crawl_20260923_234141,https://www.drivio.in/aeroride-ev,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
34,crawl_20260923_234141,https://www.drivio.in/aeroride-ev,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
35,crawl_20260923_234141,https://www.drivio.in/aeroride-ev,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
36,crawl_20260923_234141,https://www.drivio.in/adventure,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
37,crawl_20260923_234141,https://www.drivio.in/adventure,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
38,crawl_20260923_234141,https://www.drivio.in/adventure,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
39,crawl_20260923_234141,https://www.drivio.in/adventure,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
40,crawl_20260923_234141,https://www.drivio.in/adventure,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
41,crawl_20260923_234141,https://www.drivio.in/aeroride/e-spark,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
42,crawl_20260923_234141,https://www.drivio.in/aeroride/e-spark,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
43,crawl_20260923_234141,https://www.drivio.in/aeroride/e-spark,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
44,crawl_20260923_234141,https://www.drivio.in/aeroride/e-spark,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
45,crawl_20260923_234141,https://www.drivio.in/aeroride/e-spark,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
46,crawl_20260923_234141,https://www.drivio.in/aeroride/aero,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
47,crawl_20260923_234141,https://www.drivio.in/aeroride/aero,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
48,crawl_20260923_234141,https://www.drivio.in/aeroride/aero,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
49,crawl_20260923_234141,https://www.drivio.in/aeroride/aero,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
50,crawl_20260923_234141,https://www.drivio.in/aeroride/aero,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
51,crawl_20260923_234141,https://www.drivio.in/aeroride/bravo,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
52,crawl_20260923_234141,https://www.drivio.in/aeroride/bravo,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
53,crawl_20260923_234141,https://www.drivio.in/aeroride/bravo,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
54,crawl_20260923_234141,https://www.drivio.in/aeroride/bravo,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
55,crawl_20260923_234141,https://www.drivio.in/aeroride/bravo,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
56,crawl_20260923_234141,https://www.drivio.in/aeroride/yb2000,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
57,crawl_20260923_234141,https://www.drivio.in/aeroride/yb2000,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
58,crawl_20260923_234141,https://www.drivio.in/aeroride/yb2000,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
59,crawl_20260923_234141,https://www.drivio.in/aeroride/yb2000,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
60,crawl_20260923_234141,https://www.drivio.in/aeroride/yb2000,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
61,crawl_20260923_234141,https://www.drivio.in/aftek-motors-scooters,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
62,crawl_20260923_234141,https://www.drivio.in/aftek-motors-scooters,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
63,crawl_20260923_234141,https://www.drivio.in/aftek-motors-scooters,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
64,crawl_20260923_234141,https://www.drivio.in/aftek-motors-scooters,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
65,crawl_20260923_234141,https://www.drivio.in/aftek-motors-scooters,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
66,crawl_20260923_234141,https://www.drivio.in/amo-electric-ev,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
67,crawl_20260923_234141,https://www.drivio.in/amo-electric-ev,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
68,crawl_20260923_234141,https://www.drivio.in/amo-electric-ev,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
69,crawl_20260923_234141,https://www.drivio.in/amo-electric-ev,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
70,crawl_20260923_234141,https://www.drivio.in/amo-electric-ev,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
71,crawl_20260923_234141,https://www.drivio.in/ampere-ev,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
72,crawl_20260923_234141,https://www.drivio.in/ampere-ev,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
73,crawl_20260923_234141,https://www.drivio.in/ampere-ev,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
74,crawl_20260923_234141,https://www.drivio.in/ampere-ev,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
75,crawl_20260923_234141,https://www.drivio.in/ampere-ev,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
76,crawl_20260923_234141,https://www.drivio.in/amo-electric/inspirer,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
77,crawl_20260923_234141,https://www.drivio.in/amo-electric/inspirer,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
78,crawl_20260923_234141,https://www.drivio.in/amo-electric/inspirer,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
79,crawl_20260923_234141,https://www.drivio.in/amo-electric/inspirer,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
80,crawl_20260923_234141,https://www.drivio.in/amo-electric/inspirer,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
81,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-3w,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
82,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-3w,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
83,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-3w,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
84,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-3w,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
85,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-3w,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
86,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-plus,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
87,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-plus,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
88,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-plus,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
89,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-plus,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
90,crawl_20260923_234141,https://www.drivio.in/amo-electric/jaunty-plus,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
91,crawl_20260923_234141,https://www.drivio.in/ampere/magnus,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
92,crawl_20260923_234141,https://www.drivio.in/ampere/magnus,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
93,crawl_20260923_234141,https://www.drivio.in/ampere/magnus,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
94,crawl_20260923_234141,https://www.drivio.in/ampere/magnus,WebSite,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
95,crawl_20260923_234141,https://www.drivio.in/ampere/magnus,SearchAction,1,"{""@context"":""https://schema.org"",""@type"":""WebSite"",""@id"":""https://www.drivio.in/#website"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""inLanguage"":""en-IN"",""publisher"":{""@id"":""https://www.drivio.in/#",
96,crawl_20260923_234141,https://www.drivio.in/application,Organization,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
97,crawl_20260923_234141,https://www.drivio.in/application,ImageObject,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
98,crawl_20260923_234141,https://www.drivio.in/application,ContactPoint,1,"{""@context"":""https://schema.org"",""@type"":""Organization"",""@id"":""https://www.drivio.in/#organization"",""name"":""Drivio"",""url"":""https://www.drivio.in"",""description"":""Drivio is an automotive platform provid",
