opportunity_id,fingerprint,display_id,run_id,type,observation,diagnosis,hypothesis,action,implementation_location,affected_templates_json,affected_urls_count,sample_urls_json,opportunity_tier,confidence_tier,effort,priority_score,priority_factors_json,verification_spec
OPP-LINK-SEO-223,01518f2ddbfbe888,LINK-SEO-223,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/honda/activa-e/reviews has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/honda/activa-e/reviews from source pages ['https://www.drivio.in/bikes/honda', 'https://www.drivio.in/scooters/honda', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/honda/activa-e/reviews"", ""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/scooters/honda"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/honda/activa-e/reviews') == True
OPP-LINK-SEO-224,cfce5a6059c670e2,LINK-SEO-224,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/honda/activa-e has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/honda/activa-e from source pages ['https://www.drivio.in/bikes/honda', 'https://www.drivio.in/scooters/honda', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/honda/activa-e"", ""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/scooters/honda"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/honda/activa-e') == True
OPP-LINK-SEO-235,42f46b6978007b97,LINK-SEO-235,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/hero/vida-v1/reviews has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/hero/vida-v1/reviews from source pages ['https://www.drivio.in/bikes/hero', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/hero/vida-v1/reviews"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/scooters/hero"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/hero/vida-v1/reviews') == True
OPP-LINK-SEO-239,f80e04489336b94a,LINK-SEO-239,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/hero/vida-v1 has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/hero/vida-v1 from source pages ['https://www.drivio.in/bikes/hero', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/hero/vida-v1"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/scooters/hero"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/hero/vida-v1') == True
OPP-LINK-SEO-244,09211b701f391891,LINK-SEO-244,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/honda/shine-100/reviews has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/honda/shine-100/reviews from source pages ['https://www.drivio.in/bikes/honda', 'https://www.drivio.in/scooters/honda', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/honda/shine-100/reviews"", ""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/scooters/honda"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/honda/shine-100/reviews') == True
OPP-LINK-SEO-292,be7d10cfe1c6b1dd,LINK-SEO-292,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/hero/xtreme-200s-4v/reviews has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/hero/xtreme-200s-4v/reviews from source pages ['https://www.drivio.in/bikes/hero', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/hero/xtreme-200s-4v/reviews"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/scooters/hero"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/hero/xtreme-200s-4v/reviews') == True
OPP-LINK-SEO-293,bd49277362900d59,LINK-SEO-293,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/honda/sp160/reviews has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/honda/sp160/reviews from source pages ['https://www.drivio.in/bikes/honda', 'https://www.drivio.in/scooters/honda', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/honda/sp160/reviews"", ""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/scooters/honda"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/honda/sp160/reviews') == True
OPP-LINK-SEO-294,040cd2ebafbc152e,LINK-SEO-294,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/hero/karizma-xmr-250/reviews has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/hero/karizma-xmr-250/reviews from source pages ['https://www.drivio.in/bikes/hero', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/hero/karizma-xmr-250/reviews"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/scooters/hero"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/hero/karizma-xmr-250/reviews') == True
OPP-LINK-SEO-296,bc1b51dc8c6cf9e2,LINK-SEO-296,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/yamaha/yamaha-fzs-fi-v4/reviews has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/yamaha/yamaha-fzs-fi-v4/reviews from source pages ['https://www.drivio.in/scooters/yamaha', 'https://www.drivio.in/bikes/yamaha', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/yamaha/yamaha-fzs-fi-v4/reviews"", ""https://www.drivio.in/scooters/yamaha"", ""https://www.drivio.in/bikes/yamaha"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/yamaha/yamaha-fzs-fi-v4/reviews') == True
OPP-LINK-SEO-307,a31879911fae83de,LINK-SEO-307,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/hero/destini-prime has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/hero/destini-prime from source pages ['https://www.drivio.in/bikes/hero', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/hero/destini-prime"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/scooters/hero"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/hero/destini-prime') == True
OPP-LINK-SEO-311,6b2bb91424f17c97,LINK-SEO-311,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/hero/xtreme-250r has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/hero/xtreme-250r from source pages ['https://www.drivio.in/bikes/hero', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/hero/xtreme-250r"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/scooters/hero"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/hero/xtreme-250r') == True
OPP-LINK-SEO-316,8b5f61275fca5a98,LINK-SEO-316,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/yamaha/rx100 has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/yamaha/rx100 from source pages ['https://www.drivio.in/scooters/yamaha', 'https://www.drivio.in/bikes/yamaha', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/yamaha/rx100"", ""https://www.drivio.in/scooters/yamaha"", ""https://www.drivio.in/bikes/yamaha"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/yamaha/rx100') == True
OPP-LINK-SEO-330,bb46a82cbb782711,LINK-SEO-330,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/hero/mavrick-440 has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/hero/mavrick-440 from source pages ['https://www.drivio.in/bikes/hero', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/hero/mavrick-440"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/scooters/hero"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/hero/mavrick-440') == True
OPP-LINK-SEO-333,04582f68af79b63e,LINK-SEO-333,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/hero/splendor-plus-xtec has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/hero/splendor-plus-xtec from source pages ['https://www.drivio.in/bikes/hero', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/hero/splendor-plus-xtec"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/scooters/hero"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/hero/splendor-plus-xtec') == True
OPP-LINK-SEO-336,3965b028e5dc85dd,LINK-SEO-336,crawl_20260923_234236,LINK,Target page https://www.drivio.in/bikes/honda/cbr650r has 3 high-relevance inbound internal link injection candidates.,Target page receives insufficient internal link equity relative to its commercial or topical relevance.,Injecting 3 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.,"Add contextual internal links to https://www.drivio.in/bikes/honda/cbr650r from source pages ['https://www.drivio.in/bikes/honda', 'https://www.drivio.in/scooters/honda', 'https://www.drivio.in/bikes'] with candidate anchors [None, None, None].",Source article / category body content,[],1,"[""https://www.drivio.in/bikes/honda/cbr650r"", ""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/scooters/honda"", ""https://www.drivio.in/bikes""]",Medium,High,S,55.6,"{""visibility"": 60.0, ""gap"": 70.0, ""page_importance"": 75.0, ""template_scope"": 30.0, ""technical_severity"": 30.0, ""ctr_headroom"": 40.0, ""link_gap"": 75.0}",inbound_link_exists('https://www.drivio.in/bikes/honda/cbr650r') == True
