work_order_id,fingerprint,display_id,run_id,order_type,priority,scope,title,problem,evidence_json,required_change,acceptance_criteria,verify_spec,file_locations_json
WO-SEOJEV-ENG-132,763d65a097306d11,SEOJEV-ENG-132,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-132] Add contextual internal links to https://www.drivio.in/bikes/ducati/scrambler fr...,"Target page https://www.drivio.in/bikes/ducati/scrambler has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-291"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/ducati/scrambler"", ""https://www.drivio.in/bikes/ducati"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/ducati/scrambler from source pages ['https://www.drivio.in/bikes/ducati', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/ducati/scrambler') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/ducati/scrambler, https://www.drivio.in/bikes/ducati, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/ducati/scrambler') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-133,4b20ad3099afe632,SEOJEV-ENG-133,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-133] Add contextual internal links to https://www.drivio.in/bikes/kawasaki/kawasaki-n...,"Target page https://www.drivio.in/bikes/kawasaki/kawasaki-ninja-zx4r/reviews has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-295"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/kawasaki/kawasaki-ninja-zx4r/reviews"", ""https://www.drivio.in/bikes/kawasaki"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/kawasaki/kawasaki-ninja-zx4r/reviews from source pages ['https://www.drivio.in/bikes/kawasaki', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/kawasaki/kawasaki-ninja-zx4r/reviews') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/kawasaki/kawasaki-ninja-zx4r/reviews, https://www.drivio.in/bikes/kawasaki, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/kawasaki/kawasaki-ninja-zx4r/reviews') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-134,19d14686ad1a85c7,SEOJEV-ENG-134,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-134] Add contextual internal links to https://www.drivio.in/bikes/ather-energy/450s/r...,"Target page https://www.drivio.in/bikes/ather-energy/450s/reviews has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-297"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/ather-energy/450s/reviews"", ""https://www.drivio.in/bikes/ather-energy"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/ather-energy/450s/reviews from source pages ['https://www.drivio.in/bikes/ather-energy', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/ather-energy/450s/reviews') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/ather-energy/450s/reviews, https://www.drivio.in/bikes/ather-energy, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/ather-energy/450s/reviews') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-135,a5d46dda8b2516b5,SEOJEV-ENG-135,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-135] Add contextual internal links to https://www.drivio.in/bikes/ducati/scrambler-de...,"Target page https://www.drivio.in/bikes/ducati/scrambler-desert-sled has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-299"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/ducati/scrambler-desert-sled"", ""https://www.drivio.in/bikes/ducati"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/ducati/scrambler-desert-sled from source pages ['https://www.drivio.in/bikes/ducati', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/ducati/scrambler-desert-sled') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/ducati/scrambler-desert-sled, https://www.drivio.in/bikes/ducati, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/ducati/scrambler-desert-sled') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-136,550c969eda0643dd,SEOJEV-ENG-136,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-136] Add contextual internal links to https://www.drivio.in/bikes/ather-energy/450s f...,"Target page https://www.drivio.in/bikes/ather-energy/450s has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-301"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/ather-energy/450s"", ""https://www.drivio.in/bikes/ather-energy"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/ather-energy/450s from source pages ['https://www.drivio.in/bikes/ather-energy', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/ather-energy/450s') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/ather-energy/450s, https://www.drivio.in/bikes/ather-energy, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/ather-energy/450s') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-137,bdbd79f1a3c93f96,SEOJEV-ENG-137,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-137] Add contextual internal links to https://www.drivio.in/bikes/ather-energy/rizta/...,"Target page https://www.drivio.in/bikes/ather-energy/rizta/reviews has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-302"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/ather-energy/rizta/reviews"", ""https://www.drivio.in/bikes/ather-energy"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/ather-energy/rizta/reviews from source pages ['https://www.drivio.in/bikes/ather-energy', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/ather-energy/rizta/reviews') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/ather-energy/rizta/reviews, https://www.drivio.in/bikes/ather-energy, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/ather-energy/rizta/reviews') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-138,796a1d2540dc59ec,SEOJEV-ENG-138,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-138] Add contextual internal links to https://www.drivio.in/bikes/ather-energy/rizta ...,"Target page https://www.drivio.in/bikes/ather-energy/rizta has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-303"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/ather-energy/rizta"", ""https://www.drivio.in/bikes/ather-energy"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/ather-energy/rizta from source pages ['https://www.drivio.in/bikes/ather-energy', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/ather-energy/rizta') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/ather-energy/rizta, https://www.drivio.in/bikes/ather-energy, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/ather-energy/rizta') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-139,7b6534a6b638f129,SEOJEV-ENG-139,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-139] Add contextual internal links to https://www.drivio.in/bikes/aprilia/storm-125/r...,"Target page https://www.drivio.in/bikes/aprilia/storm-125/reviews has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-304"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/aprilia/storm-125/reviews"", ""https://www.drivio.in/bikes/aprilia"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/aprilia/storm-125/reviews from source pages ['https://www.drivio.in/bikes/aprilia', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/aprilia/storm-125/reviews') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/aprilia/storm-125/reviews, https://www.drivio.in/bikes/aprilia, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/aprilia/storm-125/reviews') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-140,c221b870c3b3e1bb,SEOJEV-ENG-140,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-140] Add contextual internal links to https://www.drivio.in/bikes/aprilia/storm-125 f...,"Target page https://www.drivio.in/bikes/aprilia/storm-125 has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-305"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/aprilia/storm-125"", ""https://www.drivio.in/bikes/aprilia"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/aprilia/storm-125 from source pages ['https://www.drivio.in/bikes/aprilia', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/aprilia/storm-125') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/aprilia/storm-125, https://www.drivio.in/bikes/aprilia, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/aprilia/storm-125') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-141,415c1267037010db,SEOJEV-ENG-141,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-141] Add contextual internal links to https://www.drivio.in/bikes/ktm/160-duke from s...,"Target page https://www.drivio.in/bikes/ktm/160-duke has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-306"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/ktm/160-duke"", ""https://www.drivio.in/bikes/ktm"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/ktm/160-duke from source pages ['https://www.drivio.in/bikes/ktm', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/ktm/160-duke') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/ktm/160-duke, https://www.drivio.in/bikes/ktm, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/ktm/160-duke') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-142,be201ed378c705d7,SEOJEV-ENG-142,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-142] Add contextual internal links to https://www.drivio.in/bikes/kawasaki/z650 from ...,"Target page https://www.drivio.in/bikes/kawasaki/z650 has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-308"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/kawasaki/z650"", ""https://www.drivio.in/bikes/kawasaki"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/kawasaki/z650 from source pages ['https://www.drivio.in/bikes/kawasaki', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/kawasaki/z650') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/kawasaki/z650, https://www.drivio.in/bikes/kawasaki, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/kawasaki/z650') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-143,1bf6f9a8b52bb80a,SEOJEV-ENG-143,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-143] Add contextual internal links to https://www.drivio.in/bikes/kawasaki/versys-650...,"Target page https://www.drivio.in/bikes/kawasaki/versys-650 has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-309"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/kawasaki/versys-650"", ""https://www.drivio.in/bikes/kawasaki"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/kawasaki/versys-650 from source pages ['https://www.drivio.in/bikes/kawasaki', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/kawasaki/versys-650') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/kawasaki/versys-650, https://www.drivio.in/bikes/kawasaki, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/kawasaki/versys-650') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-144,18bc3cbe03f30f92,SEOJEV-ENG-144,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-144] Add contextual internal links to https://www.drivio.in/bikes/triumph/speed-tripl...,"Target page https://www.drivio.in/bikes/triumph/speed-triple-1200 has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-310"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/triumph/speed-triple-1200"", ""https://www.drivio.in/bikes/triumph"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/triumph/speed-triple-1200 from source pages ['https://www.drivio.in/bikes/triumph', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/triumph/speed-triple-1200') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/triumph/speed-triple-1200, https://www.drivio.in/bikes/triumph, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/triumph/speed-triple-1200') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-145,d40ec8d34972a185,SEOJEV-ENG-145,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-145] Add contextual internal links to https://www.drivio.in/bikes/harley-davidson/pan...,"Target page https://www.drivio.in/bikes/harley-davidson/pan-america-1250 has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-326"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/harley-davidson/pan-america-1250"", ""https://www.drivio.in/bikes/harley-davidson"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/harley-davidson/pan-america-1250 from source pages ['https://www.drivio.in/bikes/harley-davidson', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/harley-davidson/pan-america-1250') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/harley-davidson/pan-america-1250, https://www.drivio.in/bikes/harley-davidson, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/harley-davidson/pan-america-1250') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-146,53011b0668744603,SEOJEV-ENG-146,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-146] Add contextual internal links to https://www.drivio.in/bikes/harley-davidson/her...,"Target page https://www.drivio.in/bikes/harley-davidson/heritage-classic has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-327"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/harley-davidson/heritage-classic"", ""https://www.drivio.in/bikes/harley-davidson"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/harley-davidson/heritage-classic from source pages ['https://www.drivio.in/bikes/harley-davidson', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/harley-davidson/heritage-classic') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/harley-davidson/heritage-classic, https://www.drivio.in/bikes/harley-davidson, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/harley-davidson/heritage-classic') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-147,b23f00558a7e5534,SEOJEV-ENG-147,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-147] Add contextual internal links to https://www.drivio.in/bikes/triumph/speed-t4/re...,"Target page https://www.drivio.in/bikes/triumph/speed-t4/reviews has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-340"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/triumph/speed-t4/reviews"", ""https://www.drivio.in/bikes/triumph"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/triumph/speed-t4/reviews from source pages ['https://www.drivio.in/bikes/triumph', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/triumph/speed-t4/reviews') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/triumph/speed-t4/reviews, https://www.drivio.in/bikes/triumph, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/triumph/speed-t4/reviews') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-148,51be0f24467e98e4,SEOJEV-ENG-148,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-148] Add contextual internal links to https://www.drivio.in/bikes/triumph/triumph-scr...,"Target page https://www.drivio.in/bikes/triumph/triumph-scrambler-400-x/reviews has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-345"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/triumph/triumph-scrambler-400-x/reviews"", ""https://www.drivio.in/bikes/triumph"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/triumph/triumph-scrambler-400-x/reviews from source pages ['https://www.drivio.in/bikes/triumph', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/triumph/triumph-scrambler-400-x/reviews') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/triumph/triumph-scrambler-400-x/reviews, https://www.drivio.in/bikes/triumph, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/triumph/triumph-scrambler-400-x/reviews') == True,"[""Source article / category body content""]"
WO-SEOJEV-ENG-149,d20c49c686490857,SEOJEV-ENG-149,crawl_20260923_234236,engineering,P2,page,[SEOJEV-ENG-149] Add contextual internal links to https://www.drivio.in/bikes/royal-enfield/guerr...,"Target page https://www.drivio.in/bikes/royal-enfield/guerrilla-450/reviews has 2 high-relevance inbound internal link injection candidates.

Diagnosis: Target page receives insufficient internal link equity relative to its commercial or topical relevance.","{""opportunity_id"": ""OPP-LINK-SEO-346"", ""affected_urls_count"": 1, ""sample_urls"": [""https://www.drivio.in/bikes/royal-enfield/guerrilla-450/reviews"", ""https://www.drivio.in/bikes/royal-enfield"", ""https://www.drivio.in/bikes""], ""confidence_tier"": ""High"", ""effort"": ""S""}","Action Required: Add contextual internal links to https://www.drivio.in/bikes/royal-enfield/guerrilla-450/reviews from source pages ['https://www.drivio.in/bikes/royal-enfield', 'https://www.drivio.in/bikes'] with candidate anchors [None, None].

Target Location: Source article / category body content
Scope: Page (1 URLs affected)
Observed Hypothesis: Injecting 2 contextual internal links with descriptive anchor text improves crawl accessibility and distributes PageRank mass.","- [ ] Implementation updated in `Source article / category body content`.
- [ ] Verification spec evaluates to true: `inbound_link_exists('https://www.drivio.in/bikes/royal-enfield/guerrilla-450/reviews') == True`.
- [ ] Validated on sample URLs: https://www.drivio.in/bikes/royal-enfield/guerrilla-450/reviews, https://www.drivio.in/bikes/royal-enfield, https://www.drivio.in/bikes.",inbound_link_exists('https://www.drivio.in/bikes/royal-enfield/guerrilla-450/reviews') == True,"[""Source article / category body content""]"
