url,geo_score,readiness_level,gaps
https://www.drivio.in/featured-stories/charge-up-the-future-9-electrifying-highlights-of-the-simple-dot-one-electric-scooter,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/check-out-the-2024-royal-enfield-himalayan-450-accessories-list-here,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/delhi-ev-policy-2026-petrol-two-wheeler-registration-banned-from-april-2028-full-breakdown,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/cruising-to-the-top-10-highest-selling-two-wheelers-innovember-2023,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/ducati-desmo450-mx-revolutionary-entry-into-the-motocross-world,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/e20-petrol-cons-the-real-downsides-indian-riders-arent-being-told,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/eblufeo-electric-scooter-launched-at-rs-99-999-complete-details-of-the-family-electric-scooter,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/e20-petrol-pros-what-20-ethanol-fuel-actually-means-for-indian-riders,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/electric-scooter-monsoon-survival-guide-can-an-ip67-ev-survive-a-mumbai-flood,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/electric-two-wheelers-catching-fire-why-whats-the-solution,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/ev-scooter-catches-fire-what-actually-happens-and-is-it-more-dangerous-than-petrol,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/expected-reveals-at-eicma-2025-the-biggest-motorcycle-launches,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/family-electric-scooter-choose-the-one-thats-perfect-for-you,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/festive-year-end-discounts-on-two-wheelers,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/five-honda-two-wheelers-we-wish-would-come-to-india-but-probably-wont,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/factors-to-consider-while-buying-a-new-tyre-for-your-two-wheeler,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/from-petrol-to-electric-delhis-bold-move-for-cleaner-air-and-sustainable-transport,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/get-this-kawasaki-bike-with-just-a-rs-30-000-down-payment,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/gogoro-crossover-electric-scooter-production-begins-know-every-detail,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/harley-davidson-x210-all-expected-things-smallest-harley-may-get-when-launched,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/heres-the-is-the-quickest-160cc-bike-to-accelerate-and-brake,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/heres-how-the-harley-davidson-x440s-test-ride-experience-was-for-an-enthusiast,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-is-launching-the-karizma-xmr-250-this-month-and-its-priced-to-kill-the-dominar-250,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-motocorp-at-auto-expo-2025-a-new-era-of-innovation-and-performance,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-electric-optima-heres-what-the-reliable-masses-favourite-e-scooter-has-to-offer,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-passion-plus-is-coming-back,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-vida-vx2-electric-scooter-india-2025-price-features-and-baas-details,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-two-wheeler-are-all-set-to-get-more-expensive-next-month,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-motocorp-leads-february-2025-sales-125cc-motorcycle-market-breakdown-and-insights,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-xoom-160-what-to-expect-from-the-adv-like-scooter,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-xpulse-421-the-wait-that-matters-for-adv-fans,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hero-xtreme-125r-launched-top-10-highlights-to-watch-out-for,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/honda-2w-sales-august-2025-records-4-mom-growth,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/honda-activa-6g-5-other-alternatives-to-consider-instead,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/honda-activa-electric-expected-price-features-and-more,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/honda-activa-electric-scooter-launch-price-and-other-details-here,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/honda-xl750-transalp-launched-top-7-highlights,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/honda-and-royal-enfield-sales-report-april-2025-a-detailed-analysis,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/how-to-increase-bike-mileage-best-tips-to-improve-motorcycle-fuel-efficiency,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/india-specific-launches-at-eicma-2023,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/hybrid-two-wheelers-are-coming-to-india-and-the-pure-ev-scooter-has-a-real-fight-on-its-hands,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/india-two-wheeler-sales-february-2026-hero-honda-and-the-great-ev-surge,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/is-the-ola-s1x-now-a-promising-alternative-to-honda-activa,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/is-a-15-lakh-motorcycle-worth-it-over-a-90k-scooter,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/kabira-km3000-and-km4000-mark-ii-all-you-need-to-know,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/kawasaki-ninja-h2-hy-se-7-key-aspects-to-know-about-hydrogen-powered-silent-speed,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/kawasaki-levels-up-the-new-ninja-500-roars-into-india,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/june-2025-two-wheeler-launches-a-wave-of-new-rides-hits-the-streets,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/kawasaki-w175-5-things-you-should-know-about-the-retro-bike,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/kinetic-green-zulu-electric-scooter-7-must-know-aspects,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/know-how-buying-a-two-wheeler-can-be-of-great-help-during-daily-commute,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/launching-soon-what-to-expect-from-the-upcoming-royal-enfield-himalayan-450,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/massive-discounts-on-harley-davidson-pan-america-1250-special-sportster-s-and-nightster-but-theres-acatch,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/monsoon-2026-the-complete-two-wheeler-buying-and-riding-guide-for-indian-roads,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/monsoon-is-here-know-the-two-wheeler-maintenance-tips,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
https://www.drivio.in/featured-stories/monsoon-riding-5-tips-for-you-your-vehicle-and-your-tyres,25.0,Low,Unclear or generic primary entity identification.; Missing Product or Vehicle Schema.org structured data.; Low density of extractable numerical specifications.; Missing distinct commercial utility figures (ex-showroom/on-road breakdown).; Lacks comparative context against competing market alternatives.
