url,page_type,template,brand,model,variant,price_str,ex_showroom_price,on_road_price,emi_str,specs,variants_list,colors_list,features_list,pros_list,cons_list,faq_items,has_reviews,has_video,has_comparison,has_alternatives,breadcrumbs,coverage_score_pct,present_content_sections,missing_content_sections,entity_consistency_ok,entity_contradictions,primary_intent,secondary_intents
https://www.drivio.in/scooters/honda,model,tpl_brand_scooters_2seg,Honda,Vehicle Model,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Scooters', 'Honda']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Honda' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/electric-vehicles/hero,model,tpl_brand_electric-vehicles_2seg,Hero,Vehicle Model,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Electric Vehicles', 'Hero']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Hero' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/electric-vehicles/ola-electric,model,tpl_brand_electric-vehicles_2seg,Ola,Vehicle Model,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Electric Vehicles', 'Ola Electric']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Ola' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/electric-vehicles/bajaj,model,tpl_brand_electric-vehicles_2seg,Bajaj,Vehicle Model,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Electric Vehicles', 'Bajaj']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Bajaj' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/electric-vehicles/ather-energy,model,tpl_brand_electric-vehicles_2seg,Ather,Vehicle Model,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Electric Vehicles', 'Ather Energy']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Ather' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/cruiser,model,tpl_brand_bikes_2seg,,Cruiser,,,,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': None, 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,False,False,"['Home', 'Bikes', 'Cruiser']",23.5,"['price', 'engine', 'features', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'power', 'torque', 'colors', 'pros', 'cons', 'comparison', 'emi', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/street,model,tpl_brand_bikes_2seg,,Street,,,,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,False,False,"['Home', 'Bikes', 'Street']",23.5,"['price', 'mileage', 'features', 'images']","['on_road_price', 'variants', 'specifications', 'engine', 'power', 'torque', 'colors', 'pros', 'cons', 'comparison', 'emi', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/yamaha,model,tpl_brand_bikes_2seg,Yamaha,Yamaha,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Yamaha']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Yamaha' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/commuter,model,tpl_brand_bikes_2seg,,Commuter,,,,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': None, 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,False,False,"['Home', 'Bikes', 'Commuter']",23.5,"['price', 'mileage', 'features', 'images']","['on_road_price', 'variants', 'specifications', 'engine', 'power', 'torque', 'colors', 'pros', 'cons', 'comparison', 'emi', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/sports,model,tpl_brand_bikes_2seg,,Sports,,,,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': None, 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Sports']",29.4,"['price', 'mileage', 'features', 'comparison', 'images']","['on_road_price', 'variants', 'specifications', 'engine', 'power', 'torque', 'colors', 'pros', 'cons', 'emi', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/adventure,model,tpl_brand_bikes_2seg,,Adventure,,,,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': None, 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,False,False,"['Home', 'Bikes', 'Adventure']",23.5,"['price', 'mileage', 'features', 'images']","['on_road_price', 'variants', 'specifications', 'engine', 'power', 'torque', 'colors', 'pros', 'cons', 'comparison', 'emi', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/ktm,model,tpl_brand_bikes_2seg,Ktm,Ktm,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Ktm']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Ktm' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/suzuki,model,tpl_brand_bikes_2seg,Suzuki,Suzuki,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Suzuki']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Suzuki' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/harley-davidson,model,tpl_brand_bikes_2seg,Harley-Davidson,Harley Davidson,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Harley Davidson']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Harley-Davidson' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/jawa,model,tpl_brand_bikes_2seg,Jawa,Jawa,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Jawa']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Jawa' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/benelli,model,tpl_brand_bikes_2seg,Benelli,Benelli,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Benelli']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Benelli' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/ducati,model,tpl_brand_bikes_2seg,Ducati,Ducati,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Ducati']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Ducati' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/mahindra,model,tpl_brand_bikes_2seg,,Mahindra,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Mahindra']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/triumph,model,tpl_brand_bikes_2seg,Triumph,Triumph,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Triumph']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Triumph' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/indian,model,tpl_brand_bikes_2seg,,Indian,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Indian']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/bmw,model,tpl_brand_bikes_2seg,Bmw,Bmw,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Bmw']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Bmw' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/kawasaki,model,tpl_brand_bikes_2seg,Kawasaki,Kawasaki,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Kawasaki']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Kawasaki' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/aprilia,model,tpl_brand_bikes_2seg,Aprilia,Aprilia,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Aprilia']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Aprilia' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/yezdi,model,tpl_brand_bikes_2seg,Yezdi,Yezdi,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Yezdi']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Yezdi' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/husqvarna-motorcycles,model,tpl_brand_bikes_2seg,Husqvarna,Husqvarna Motorcycles,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Husqvarna Motorcycles']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",False,"[""Brand 'Husqvarna' identified in URL path but omitted from Title/H1.""]",pricing,[]
https://www.drivio.in/bikes/qj-motor,model,tpl_brand_bikes_2seg,,Qj Motor,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Qj Motor']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/zontes,model,tpl_brand_bikes_2seg,,Zontes,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Zontes']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/cf-moto,model,tpl_brand_bikes_2seg,,Cf Moto,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Cf Moto']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/keeway,model,tpl_brand_bikes_2seg,,Keeway,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Keeway']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",True,[],pricing,[]
https://www.drivio.in/bikes/best,model,tpl_brand_bikes_2seg,,Best,,"₹,",,,,"{'mileage': None, 'engine_cc': None, 'power_bhp': None, 'torque_nm': None, 'fuel_type': 'Electric', 'transmission': None, 'curb_weight_kg': None, 'dimensions': None, 'brakes': None, 'suspension': None, 'tyres': None, 'top_speed': None}",[],[],[],[],[],[],False,False,True,True,"['Home', 'Bikes', 'Best']",23.5,"['price', 'comparison', 'emi', 'images']","['on_road_price', 'variants', 'specifications', 'mileage', 'engine', 'power', 'torque', 'features', 'colors', 'pros', 'cons', 'faqs', 'reviews']",True,[],pricing,[]
